domain	bias_rating	category	mbfc_ideo	ave_m	ave_m_log10
americanpolicy.org	right conspiracy	conspiracy	1.0		
americasfrontlinedoctors.com	pseudoscience right biased	conspiracy	1.0		
andmagazine.com	right conspiracy-pseudoscience	conspiracy	1.0		
anti-empire.com	right conspiracy-pseudoscience	conspiracy	1.0		
askingangels.com	right	conspiracy	1.0		
awakecanada.org	right conspiracy-pseudoscience	conspiracy	1.0		
banned.video	right conspiracy- pseudoscience	conspiracy	1.0		
bestnewshere.com	right conspiracy-pseudoscience	conspiracy	1.0		
biggovernment.news/index.html	right conspiracy-pseudoscience	conspiracy	1.0		
biodefense.com	right conspiracy-pseudoscience	conspiracy	1.0		
biotechexpressmag.com	right conspiracy – pseudoscience	conspiracy	1.0		
blckbx.tv	right conspiracy-pseudoscience	conspiracy	1.0		
bonsens.info	right conspiracy-pseudoscience	conspiracy	1.0		
brandnewtube.com	right conspiracy-pseudoscience	conspiracy	1.0		
brighteon.com	far right conspiracy-pseusdoscience	conspiracy	1.0		
bugout.news/#	right conspiracy-pseudoscience	conspiracy	1.0		
campusinsanity.com	right conspiracy-pseudoscience	conspiracy	1.0		
cancer.news	right conspiracy-pseudoscience	conspiracy	1.0		
chlorellafactor.com	right conspiracy-pseudoscience	conspiracy	1.0		
christiananswers.net	right pseudoscience	conspiracy	1.0		
legitgov.org	right conspiracy-pseudoscience	conspiracy	1.0		
climate.news	right conspiracy-pseudoscience	conspiracy	1.0		
cnnsofake.news	right conspiracy-pseudoscience	conspiracy	1.0		
collapse.news	right conspiracy-pseudoscience	conspiracy	1.0		
cfact.org	right conspiracy-pseudoscience	conspiracy	1.0		
consumerwellness.org	right conspiracy-pseudoscience	conspiracy	1.0		
coreysdigs.com	right conspiracy-pseudoscience	conspiracy	1.0		
counterthink.com	right conspiracy-pseudoscience	conspiracy	1.0		
creationwiki.org/main_page	right conspiracy-pseudoscience	conspiracy	1.0		
billmuehlenberg.com	extreme right conspiracy-pseudoscience	conspiracy	1.0		
dailyclout.io	right conspiracy-pseudoscience	conspiracy	1.0		
dailysceptic.org	right pseudoscience	conspiracy	1.0		
diedsuddenly.info	right conspiracy-pseudoscience	conspiracy	1.0		
ecology.news	right conspiracy-pseudoscience	conspiracy	1.0		
eugenics.news	right-conspiracy-pseudoscience	conspiracy	1.0		
europereloaded.com	far-right conspiracy-pseudoscience	conspiracy	1.0		
faithit.com	right conspiracy-pseudoscience	conspiracy	1.0		
food.news	right conspiracy-pseudoscience	conspiracy	1.0		
freedomadvocates.org	right conspiracy-pseudoscience	conspiracy	1.0		
freedom.news	right conspiracy-pseudoscience	conspiracy	1.0		
covid19criticalcare.com	right pseudoscience	conspiracy	1.0		
gender.news	right-conspiracy-pseudoscience	conspiracy	1.0		
geoengineering.news	right conspiracy-pseudoscience	conspiracy	1.0		
glitch.news	right conspiracy-pseudoscience	conspiracy	1.0		
gmwatch.org	left conspiracy-pseudoscience	conspiracy	-1.0		
govtslaves.com	right conspiracy-pseudoscience	conspiracy	1.0		
healingfoodreference.com	right conspiracy-pseudoscience	conspiracy	1.0		
health.news	right conspiracy-pseudoscience	conspiracy	1.0		
healthrangerreport.com	right conspiracy-pseudoscience	conspiracy	1.0		
herbreference.com	right conspiracy-pseudoscience	conspiracy	1.0		
ingredients.news	right conspiracy-pseudoscience	conspiracy	1.0		
theirishsentinel.com	right conspiracy-pseudoscience	conspiracy	1.0		
israel365news.com	right conspiracy-pseudoscience	conspiracy	1.0		
joebiden.news	right conspiracy-pseudoscience	conspiracy	1.0		
leftcult.com	right conspiracy-pseudoscience	conspiracy	1.0		
lesmoutonsrebelles.com	right-conspiracy-pseudoscience	conspiracy	1.0		
liberty.news	right conspiracy-pseudoscience	conspiracy	1.0		
libertyplanets.com	right conspiracy-pseudoscience	conspiracy	1.0		
libtards.news	right conspiracy-pseudoscience	conspiracy	1.0		
littlethings.com	left – pseudoscience	conspiracy	-1.0		
madmaxworld.tv	right conspiracy- pseudoscience	conspiracy	1.0		
maloneinstitute.org	right conspiracy-pseudoscience	conspiracy	1.0		
medicalcensorship.com	right conspiracy-pseudoscience	conspiracy	1.0		
nationalfile.com	far right	conspiracy	1.0		
nationalsecurity.news	right conspiracy-pseudoscience	conspiracy	1.0		
naturalmedicine.news	right conspiracy-pseudoscience	conspiracy	1.0		
naturalnewsradio.com	right conspiracy-pseudoscience	conspiracy	1.0		
naturalpedia.com	right conspiracy-pseudoscience	conspiracy	1.0		
nutrientreference.com	right conspiracy-pseudoscience	conspiracy	1.0		
nworeport.me	right conspiracy-pseudoscience	conspiracy	1.0		
pandemic.news	right conspiracy-pseudoscience	conspiracy	1.0		
patriots4truth.org	right conspiracy-pseudoscience	conspiracy	1.0		
philosophers-stone.info	right conspiracy-pseudoscience	conspiracy	1.0		
pollution.news	right conspiracy-pseudoscience	conspiracy	1.0		
principia-scientific.org/ or principia-scientific.com	right	conspiracy	1.0		
pdmj.org	right pseudoscience	conspiracy	1.0		
randpaul.news	right-conspiracy-pseudoscience	conspiracy	1.0		
redpillpodcasts.com	right conspiracy-pseudoscience	conspiracy	1.0		
renegadetribune.com	right conspiracy-pseudoscience	conspiracy	1.0		
science.news	right conspiracy-pseudoscience	conspiracy	1.0		
snopes.news	right-conspiracy-pseudoscience	conspiracy	1.0		
stormfront.org/forum/blogs/recent-entries	extreme right conspiracy-pseudoscience	conspiracy	1.0		
supplementreference.com	right conspiracy-pseudoscience	conspiracy	1.0		
swprs.org	right – conspiracy	conspiracy	1.0		
talknetwork.com	right conspiracy-pseudoscience	conspiracy	1.0		
technocracy.news	right conspiracy-pseudoscience	conspiracy	1.0		
childrenshealthdefense.org/defender	right conspiracy-pseudoscience	conspiracy	1.0		
thefullertoninformer.com	right conspiracy-pseudoscience	conspiracy	1.0		
healthranger.com	right conspiracy-pseudoscience	conspiracy	1.0		
thehealthyamerican.org	right conspiracy-pseudoscience	conspiracy	1.0		
newnationalist.net	right conspiracy-pseudoscience	conspiracy	1.0		
thriveglobal.com	left pseudoscience	conspiracy	-1.0		
treason.news	right conspiracy-pseudoscience	conspiracy	1.0		
truth11.com	right conspiracy-pseudoscience	conspiracy	1.0		
unlimitedhangout.com	right conspiracy-pseudoscience	conspiracy	1.0		
vaccineimpact.com	right conspiracy-pseudoscience	conspiracy	1.0		
vactruth.com	right conspiracy pseudoscience	conspiracy	1.0		
votefraud.news	right conspiracy-pseudoscience	conspiracy	1.0		
whitehouse.news	right conspiracy-pseudoscience	conspiracy	1.0		
winterwatch.net	right conspiracy-pseudoscience	conspiracy	1.0		
worldaffairsbrief.com	right conspiracy-pseudoscience	conspiracy	1.0		
worldcouncilforhealth.org	right conspiracy-pseudoscience	conspiracy	1.0		
worlddoctorsalliance.com	right conspiracy-pseudoscience	conspiracy	1.0		
worldviewweekend.com	right conspiracy-pseudoscience	conspiracy	1.0		
24jours.com	right-center	fake-news	1.0		
2020conservative.com	extreme right	fake-news	1.0		
abqtimes.com	right-center	fake-news	1.0		
elizabethjohnston.org	extreme right	fake-news	1.0		
adareporter.com	right-center	fake-news	1.0		
adamscountytimes.com	right-center	fake-news	1.0		
albanystandard.com	right-center	fake-news	1.0		
english.almanar.com.lb	right-center	fake-news	1.0		
alohastatenews.com	right-center	fake-news	1.0		
alphanews.org	far right	fake-news	1.0		
altrighttv (dot) com	extreme right	fake-news	1.0		
youm7.com	right-center	fake-news	1.0		
americaoutloud.com	far right	fake-news	1.0		
americancatholictribune.com	right-center	fake-news	1.0		
americanconservativemovement.com	far right	fake-news	1.0		
afn.net	far right	fake-news	1.0		
americangulag.org	extreme right	fake-news	1.0		
americanlibertyemail.com	far right	fake-news	1.0		
americanpartisan.org	far right	fake-news	1.0		
americanpeopledaily.com	extreme right	fake-news	1.0		
americanpharmacynews.com	right-center	fake-news	1.0		
americansecuritynews.com	right-center	fake-news	1.0		
americansfortruth.com	extreme right	fake-news	1.0		
americasnewssource.com	right	fake-news	1.0		
amerika.org	extreme right	fake-news	1.0		
amestoday.com	right-center	fake-news	1.0		
amoskeagtimes.com	left-center	fake-news	-1.0		
analyzingamerica.org	extreme right	fake-news	1.0		
andersonreporter.com	right-center	fake-news	1.0		
annarbortimes.com	right-center	fake-news	1.0		
annearundeltoday.com	right-center	fake-news	1.0		
anokatimes.com	right-center	fake-news	1.0		
anonymouswire.com	extreme right	fake-news	1.0		
antelopevalleytoday.com	right-center	fake-news	1.0		
arizonaindependent.com	left	fake-news	-1.0		
arizonasuntimes.com	right	fake-news	1.0		
aroostooknews.com	right-center	fake-news	1.0		
athensreporter.com	right-center	fake-news	1.0		
atlanticcotimes.com	right-center	fake-news	1.0		
atlstandard.com	right-center	fake-news	1.0		
auburntimes.com	right-center	fake-news	1.0		
augustarichmondherald.com	left-center	fake-news	-1.0		
baldwintimes.com	right-center	fake-news	1.0		
baltimorecitywire.com	right-center	fake-news	1.0		
basnews.com	left	fake-news	-1.0		
batonrougereporter.com	right-center	fake-news	1.0		
battlecreektimes.com	right-center	fake-news	1.0		
baystatenews.com	right-center	fake-news	1.0		
beachbroadcastnews.com	extreme right	fake-news	1.0		
beantowntimes.com	right-center	fake-news	1.0		
beckernews.com	far right	fake-news	1.0		
bentontimes.com	right-center	fake-news	1.0		
bigislandtimes.com	right-center	fake-news	1.0		
bigskytimes.com	right-center	fake-news	1.0		
billionbibles.org	right	fake-news	1.0		
bitchute.com	extreme right	fake-news	1.0		
blacknews.com	left	fake-news	-1.0		
bloomingtonleader.com	right-center	fake-news	1.0		
bluegrasstimes.com	right-center	fake-news	1.0		
bluestatebluesnews.com	far right	fake-news	1.0		
boisecitywire.com	right-center	fake-news	1.0		
bostonbroadside.com	right	fake-news	1.0		
bowlinggreentoday.com	right-center	fake-news	1.0		
bossip.com	extreme left	fake-news	-1.0		
bransontimes.com	right-center	fake-news	1.0		
breakingchristiannews.com	extreme right	fake-news	1.0		
breakingfirst.com	extreme right	fake-news	1.0		
brevardsun.com	right-center	fake-news	1.0		
bridgeporttimes.com	right-center	fake-news	1.0		
bristolreporter.com	right-center	fake-news	1.0		
buckscountystandard.com	left-center	fake-news	-1.0		
buffaloledger.com	right-center	fake-news	1.0		
burlingtonreview.com	right-center	fake-news	1.0		
c19aspirin.com	right	fake-news	1.0		
c19bromhexine.com	right	fake-news	1.0		
c19budesonide.com	right	fake-news	1.0		
c19colchicine.com	right	fake-news	1.0		
c19curcumin.com	right	fake-news	1.0		
c19ly.com	right	fake-news	1.0		
c19favipiravir.com	right	fake-news	1.0		
c19fluvoxamine.com	right	fake-news	1.0		
c19hcq.com	right	fake-news	1.0		
c19ic.com	right	fake-news	1.0		
c19ivermectin.com	right	fake-news	1.0		
c19melatonin.com	right	fake-news	1.0		
c19mp.com	right	fake-news	1.0		
c19nitazoxanide.com	right	fake-news	1.0		
c19ns.com	right	fake-news	1.0		
c19proxalutamide.com	right	fake-news	1.0		
c19pvpi.com	right	fake-news	1.0		
c19quercetin.com	right	fake-news	1.0		
c19regn.com	right	fake-news	1.0		
c19rmd.com	right	fake-news	1.0		
c19sv.com	right	fake-news	1.0		
c19vitaminc.com	right	fake-news	1.0		
c19vitamind.com	right	fake-news	1.0		
c19zinc.com	right	fake-news	1.0		
caixinglobal.com	right-center	fake-news	1.0		
capecodledger.com	right-center	fake-news	1.0		
capitaldistricttimes.com	right-center	fake-news	1.0		
micapitolnews.com	right-center	fake-news	1.0		
capemonews.com	right-center	fake-news	1.0		
capstonereport.com	extreme right	fake-news	1.0		
carbondalereporter.com	right-center	fake-news	1.0		
azcatholictribune.com	right-center	fake-news	1.0		
flcatholictribune.com	right-center	fake-news	1.0		
micatholictribune.com	right-center	fake-news	1.0		
mncatholictribune.com	right-center	fake-news	1.0		
pacatholictribune.com	right-center	fake-news	1.0		
wicatholictribune.com	right-center	fake-news	1.0		
causeur.fr	far right	fake-news	1.0		
english.cctv.com	left-center	fake-news	-1.0		
cdareporter.com	right-center	fake-news	1.0		
cedarrapidstoday.com	right-center	fake-news	1.0		
centennialstatenews.com	right-center	fake-news	1.0		
centralbrowardnews.com	right-center	fake-news	1.0		
centralcoloradonews.com	right-center	fake-news	1.0		
centralfloridapost.com	far right	fake-news	1.0		
centralgeorgianews.com	right-center	fake-news	1.0		
centralidahotimes.com	right-center	fake-news	1.0		
centraliowatimes.com	right-center	fake-news	1.0		
centrallouisiananews.com	right-center	fake-news	1.0		
centralmissourinews.com	right-center	fake-news	1.0		
centralmontanatimes.com	right-center	fake-news	1.0		
centraloctimes.com	right-center	fake-news	1.0		
centralpatimes.com	left-center	fake-news	-1.0		
centralstlnews.com	right-center	fake-news	1.0		
chambanasun.com	right-center	fake-news	1.0		
1tv.ru	right-center	fake-news	1.0		
chicagocitywire.com	right-center	fake-news	1.0		
chicotimes.com	right-center	fake-news	1.0		
cgtn.com	left-center	fake-news	-1.0		
christiansfortruth dot com	extreme right	fake-news	1.0		
citizengo.org	extreme right	fake-news	1.0		
citizensjournal.us	right	fake-news	1.0		
clayandbuck.com	right	fake-news	1.0		
claycotimes.com	right-center	fake-news	1.0		
clayreporter.com	right-center	fake-news	1.0		
coachellatoday.com	right-center	fake-news	1.0		
coastalganews.com	right-center	fake-news	1.0		
cobbnewsga.com	left-center	fake-news	-1.0		
cobbreporter.com	right-center	fake-news	1.0		
coconinonews.com	right-center	fake-news	1.0		
columbiamonews.com	right-center	fake-news	1.0		
colonews.org	left-center	fake-news	-1.0		
columbusstandard.com	right-center	fake-news	1.0		
concernedwomen.org/blog	extreme right	fake-news	1.0		
concordledger.com	right-center	fake-news	1.0		
theconnecticutstar.com	right	fake-news	1.0		
conservativeammo.com	extreme right	fake-news	1.0		
conservativebeaver.com	extreme right	fake-news	1.0		
conservativechoicecampaign.com	extreme right	fake-news	1.0		
conservativematrix.com	right	fake-news	1.0		
conservativeplaylist.com	extreme right	fake-news	1.0		
facebook.com/conservativepoliticstoday	extreme right	fake-news	1.0		
conservativerevival.com	extreme right	fake-news	1.0		
westernjournal.com/ct	extreme right	fake-news	1.0		
conservativeundergroundnews.com	far right	fake-news	1.0		
constative.com	right-center	fake-news	1.0		
constitutionstatenews.com	right-center	fake-news	1.0		
cornhuskerstatenews.com	right-center	fake-news	1.0		
corona-transition.org	right	fake-news	1.0		
conservative-headlines.org	extreme right	fake-news	1.0		
c19early.com	right	fake-news	1.0		
creativedestructionmedia.com	extreme right	fake-news	1.0		
culturewatchnews.com	far right	fake-news	1.0		
currentsciencedaily.com	right-center	fake-news	1.0		
dagospia.com	right	fake-news	1.0		
dailycitizen.focusonthefamily.com	extreme right	fake-news	1.0		
stormer-daily.rw	extreme right	fake-news	1.0		
dakotatimes.com	right-center	fake-news	1.0		
decaturtimes.com	right-center	fake-news	1.0		
new.deepleftfield.info	extreme left	fake-news	-1.0		
deepstatejournal.com	extreme right	fake-news	1.0		
defconnews.com	far right	fake-news	1.0		
defendingtherepublic.org	extreme right	fake-news	1.0		
dekalbganews.com	right-center	fake-news	1.0		
dekalbtimes.com	right-center	fake-news	1.0		
delawarevalleysun.com	left-center	fake-news	-1.0		
denvercitywire.com	right-center	fake-news	1.0		
deplorablekel.com	extreme right	fake-news	1.0		
desmoinessun.com	right-center	fake-news	1.0		
desantisdaily.com	far right	fake-news	1.0		
detroitcitywire.com	right-center	fake-news	1.0		
diamondandsilkinc.com	far right	fake-news	1.0		
disntr.com	right	fake-news	1.0		
djhjmedia.com	extreme right	fake-news	1.0		
dnyuz.com	right-center	fake-news	1.0		
downeasttimes.com	right-center	fake-news	1.0		
download.news	extreme right	fake-news	1.0		
downrivertoday.com	right-center	fake-news	1.0		
dubuquetimes.com	right-center	fake-news	1.0		
dupagepolicyjournal.com	right-center	fake-news	1.0		
duvaltimes.com	right-center	fake-news	1.0		
eaglevalleytimes.com	right-center	fake-news	1.0		
eastalamedanews.com	right-center	fake-news	1.0		
eastarapahoenews.com	right-center	fake-news	1.0		
eastarizonanews.com	right-center	fake-news	1.0		
ecalabamanews.com	right-center	fake-news	1.0		
eastcentralreporter.com	right-center	fake-news	1.0		
eastcontracostanews.com	right-center	fake-news	1.0		
easthillsboroughnews.com	right-center	fake-news	1.0		
easthudvalleynews.com	right-center	fake-news	1.0		
eastidahotimes.com	right-center	fake-news	1.0		
eastindynews.com	right-center	fake-news	1.0		
eciowanews.com	right-center	fake-news	1.0		
eastkentuckytimes.com	right-center	fake-news	1.0		
eastlittlerocktimes.com	right-center	fake-news	1.0		
eastlouisvillenews.com	right-center	fake-news	1.0		
eastmichigannews.com	right-center	fake-news	1.0		
eastnewmexiconews.com	right-center	fake-news	1.0		
eastpanhandlenews.com	right-center	fake-news	1.0		
eastpennyroyalnews.com	right-center	fake-news	1.0		
eastsandiegonews.com	right-center	fake-news	1.0		
eastsbvtimes.com	right-center	fake-news	1.0		
eastsfvtoday.com	right-center	fake-news	1.0		
eastsierranews.com	right-center	fake-news	1.0		
easttwincities.com	right-center	fake-news	1.0		
eastventuranews.com	right-center	fake-news	1.0		
eastvolusianews.com	right-center	fake-news	1.0		
eastwichitatimes.com	right-center	fake-news	1.0		
easternwaynetoday.com	right-center	fake-news	1.0		
echocheck.org	extreme right	fake-news	1.0		
ecgeorgianews.com	right-center	fake-news	1.0		
ecindiananews.com	right-center	fake-news	1.0		
eckansasnews.com	right-center	fake-news	1.0		
ecmissnews.com	right-center	fake-news	1.0		
ecnebraskanews.com	right-center	fake-news	1.0		
educationdailywire.com	right-center	fake-news	1.0		
elizabethtowntimes.com	right-center	fake-news	1.0		
elkharttimes.com	right-center	fake-news	1.0		
emeraldcoasttimes.com	right-center	fake-news	1.0		
empirestatetoday.com	right-center	fake-news	1.0		
enchantmentstatenews.com	right-center	fake-news	1.0		
endthefed.org	right	fake-news	1.0		
europe-israel.org	right	fake-news	1.0		
everetttimes.com	left-center	fake-news	-1.0		
everytownresearch.org	left	fake-news	-1.0		
eviemagazine.com	extreme right	fake-news	1.0		
evil.news	extreme right	fake-news	1.0		
farminsurancenews.com	right-center	fake-news	1.0		
farsnews.ir	left-center	fake-news	-1.0		
dissident-mag.com	extreme right	fake-news	1.0		
fayettevillestandard.com	right-center	fake-news	1.0		
fdahealthnews.com	right-center	fake-news	1.0		
fdareporter.com	right-center	fake-news	1.0		
femalista.com	left	fake-news	-1.0		
fingerlakestoday.com	right-center	fake-news	1.0		
fireboebert.com	left	fake-news	-1.0		
firststatetimes.com	right-center	fake-news	1.0		
fl24.net	far-right	fake-news	1.0		
thecareerbd.com	right-center	fake-news	1.0		
floridacapitalstar.com	right	fake-news	1.0		
floridaparishnews.com	right-center	fake-news	1.0		
bannedbook.org	right	fake-news	1.0		
conservativeglobe.com	extreme right	fake-news	1.0		
fortsmithtimes.com	right-center	fake-news	1.0		
frankspeech.com	far right	fake-news	1.0		
freedomfirstnetwork.com	far right	fake-news	1.0		
freedomproject.com	extreme right	fake-news	1.0		
free-speechfront.info	extreme-right	fake-news	1.0		
fresnoleader.com	right-center	fake-news	1.0		
friatider.se	extreme right	fake-news	1.0		
ftwaynetimes.com	right-center	fake-news	1.0		
news.gab.com	extreme right	fake-news	1.0		
gadsdentoday.com	right-center	fake-news	1.0		
galesburgreporter.com	right-center	fake-news	1.0		
gardenstatetimes.com	right-center	fake-news	1.0		
gbnews.com	right	fake-news	1.0		
gemstatewire.com	right-center	fake-news	1.0		
geneseenews.com	right-center	fake-news	1.0		
genzconservative.com	far-right	fake-news	1.0		
georgiamountainnews.com	right-center	fake-news	1.0		
georgiastarnews.com	right	fake-news	1.0		
gettr.com	far right	fake-news	1.0		
ghost.report	right	fake-news	1.0		
glaciercountrynews.com	right-center	fake-news	1.0		
gloucestertoday.com	right-center	fake-news	1.0		
gnews.org	far right	fake-news	1.0		
goldcountrytoday.com	right-center	fake-news	1.0		
goldenstatetoday.com	right-center	fake-news	1.0		
gopdailybrief.com	right	fake-news	1.0		
gop.gov	right	fake-news	1.0		
grandcanyontimes.com	right-center	fake-news	1.0		
grandjunctiontimes.com	right-center	fake-news	1.0		
grandrapidsminews.com	left-center	fake-news	-1.0		
grandrapidsreporter.com	right-center	fake-news	1.0		
en.granma.cu	far left	fake-news	-1.0		
greatlakeswire.com	right-center	fake-news	1.0		
greatreject.org	extreme right	fake-news	1.0		
grundyreporter.com	right-center	fake-news	1.0		
gtrtimes.com	right-center	fake-news	1.0		
gucmakale.com	left	fake-news	-1.0		
hagmannreport.com	extreme right	fake-news	1.0		
halturnerradioshow.com	extreme right	fake-news	1.0		
hannity.com	extreme right	fake-news	1.0		
harfordnews.com	right-center	fake-news	1.0		
hartfordreporter.com	right-center	fake-news	1.0		
en.hawarnews.org	far left	fake-news	-1.0		
hawkeyereporter.com	right-center	fake-news	1.0		
headlineusa.com	far right	fake-news	1.0		
headtopics.com/us/#	left-center	fake-news	-1.0		
hendersontimes.org	left-center	fake-news	-1.0		
hereistheevidence.com	right	fake-news	1.0		
hernandoreporter.com	right-center	fake-news	1.0		
highereducationtribune.com	right-center	fake-news	1.0		
hillsboroughsun.com	right-center	fake-news	1.0		
honolulureporter.com	right-center	fake-news	1.0		
hollandreporter.com	right-center	fake-news	1.0		
hoosierstatetoday.com	right-center	fake-news	1.0		
hopkinsvilletimes.com	right-center	fake-news	1.0		
hotspringstimes.com	right-center	fake-news	1.0		
houmathibodauxnews.com	right-center	fake-news	1.0		
housatonicvalleynews.com	right-center	fake-news	1.0		
howardconews.com	right-center	fake-news	1.0		
hrdailywire.com	right-center	fake-news	1.0		
hudsontoday.com	right-center	fake-news	1.0		
huntsvilleleader.com	right-center	fake-news	1.0		
hutchtoday.com	right-center	fake-news	1.0		
iharare.com	left	fake-news	-1.0		
ihatethemedia.com	far-right	fake-news	1.0		
illegalaliencrimereport.com	extreme right	fake-news	1.0		
illinoisvalleytimes.com	right-center	fake-news	1.0		
imperialcanews.com	right-center	fake-news	1.0		
indystandard.com	right-center	fake-news	1.0		
informer.rs	right	fake-news	1.0		
infoscum.com	left-center	fake-news	-1.0		
insuranceratereporter.com	right-center	fake-news	1.0		
interioralaskanews.com	right-center	fake-news	1.0		
iowacitytoday.com	right-center	fake-news	1.0		
theiowastar.com	right	fake-news	1.0		
israelunwired.com	far right	fake-news	1.0		
ivmmeta.com	right	fake-news	1.0		
jacksonpurchasenews.com	right-center	fake-news	1.0		
jeffcitynews.com	right-center	fake-news	1.0		
jeffcotimes.com	right-center	fake-news	1.0		
jeffersonreporter.com	right-center	fake-news	1.0		
jocotoday.com	right-center	fake-news	1.0		
jbs.org	extreme right	fake-news	1.0		
jonesborotimes.com	right-center	fake-news	1.0		
jordanbpeterson.com	right	fake-news	1.0		
justthenews.com	far right	fake-news	1.0		
kalamazootimes.com	right-center	fake-news	1.0		
kanecountyreporter.com	right-center	fake-news	1.0		
kankakeetimes.com	right-center	fake-news	1.0		
kauaisun.com	right-center	fake-news	1.0		
kcreporter.com	right-center	fake-news	1.0		
kendallcountytimes.com	right-center	fake-news	1.0		
kentcountytoday.com	right-center	fake-news	1.0		
kentuckianatimes.com	right-center	fake-news	1.0		
kerncountytimes.com	right-center	fake-news	1.0		
keywestreporter.com	right-center	fake-news	1.0		
kingscountytimes.com	right-center	fake-news	1.0		
knightstemplarorder.com	far right	fake-news	1.0		
kokomostandard.com	right-center	fake-news	1.0		
kcna.kp	extreme left	fake-news	-1.0		
en.kremlin.ru	right-center	fake-news	1.0		
lacrosseleader.org	left-center	fake-news	-1.0		
lafayettereporter.com	right-center	fake-news	1.0		
lafayettetimes.com	right-center	fake-news	1.0		
laharbornews.com	right-center	fake-news	1.0		
lakecountygazette.com	right-center	fake-news	1.0		
lakeregionnews.com	right-center	fake-news	1.0		
laketahoesun.com	right-center	fake-news	1.0		
lancastercourier.com	left	fake-news	-1.0		
lansingsun.com	right-center	fake-news	1.0		
larimernews.com	right-center	fake-news	1.0		
lastfrontiernews.com	right-center	fake-news	1.0		
lasvegascitywire.com	right-center	fake-news	1.0		
lawrencereporter.com	right-center	fake-news	1.0		
laxleader.com	right-center	fake-news	1.0		
theleadingreport.com	extreme right	fake-news	1.0		
legalnewsline.com	right-center	fake-news	1.0		
lehighnews.org	left-center	fake-news	-1.0		
lewistontimes.com	right-center	fake-news	1.0		
libertybell.com	extreme right	fake-news	1.0		
libertywire.net	extreme right	fake-news	1.0		
libsoftiktok.com	extreme right	fake-news	1.0		
lindelltv.com	far right	fake-news	1.0		
litchfieldhillstoday.com	right-center	fake-news	1.0		
littleappletimes.com	right-center	fake-news	1.0		
livingstontoday.com	right-center	fake-news	1.0		
itemfix.com	right-center	fake-news	1.0		
louisvillecitywire.com	right-center	fake-news	1.0		
lowedeltanews.com	right-center	fake-news	1.0		
macombdigest.com	left-center	fake-news	-1.0		
macombtoday.com	right-center	fake-news	1.0		
maconreporter.com	right-center	fake-news	1.0		
macontimes.com	right-center	fake-news	1.0		
magicvalleytimes.com	right-center	fake-news	1.0		
magnoliastatenews.com	right-center	fake-news	1.0		
mainebusinessdaily.com	right-center	fake-news	1.0		
mainehighlandsnews.com	right-center	fake-news	1.0		
mainelakesnews.com	right-center	fake-news	1.0		
mainstreamfakemedia.com	far right	fake-news	1.0		
manateereview.com	right-center	fake-news	1.0		
manilabusinessdaily.com	right-center	fake-news	1.0		
marinleader.com	right-center	fake-news	1.0		
mdbusinessdaily.com	right-center	fake-news	1.0		
mdstatewire.com	right-center	fake-news	1.0		
mabusinessdaily.com	right-center	fake-news	1.0		
matsutimes.com	right-center	fake-news	1.0		
mauireporter.com	right-center	fake-news	1.0		
mchenrytimes.com	right-center	fake-news	1.0		
mcleancountytimes.com	right-center	fake-news	1.0		
mecklenburgherald.com	left-center	fake-news	-1.0		
mercedtimes.com	right-center	fake-news	1.0		
mercertimes.com	right-center	fake-news	1.0		
merrimackvalleynews.com	right-center	fake-news	1.0		
mesatimes.org	left-center	fake-news	-1.0		
en.metapedia.org/wiki/main_page	extreme right	fake-news	1.0		
metricmedianews.com	right-center	fake-news	1.0		
metroeastsun.com	right-center	fake-news	1.0		
metrolexnews.com	right-center	fake-news	1.0		
metrowesttimes.com	right-center	fake-news	1.0		
mexicobusinessdaily.com	right-center	fake-news	1.0		
mexicodailypost.com	left-center	fake-news	-1.0		
miamicourant.com	right-center	fake-news	1.0		
miamistandard.news	right	fake-news	1.0		
micdroppolitics.com	extreme right	fake-news	1.0		
mibusinessdaily.com	right-center	fake-news	1.0		
themichiganstar.com	right	fake-news	1.0		
midcoasttoday.com	right-center	fake-news	1.0		
mena.org.eg/en	right-center	fake-news	1.0		
midmassnews.com	right-center	fake-news	1.0		
midmichiganstd.com	left-center	fake-news	-1.0		
milehighsentinel.com	left-center	fake-news	-1.0		
topwar.ru/news/ or en.topwar.ru/about.html	right	fake-news	1.0		
militarywatchmagazine.com	right-center	fake-news	1.0		
milwaukeemetrotimes.com	left-center	fake-news	-1.0		
minneapolisreview.com	right-center	fake-news	1.0		
mnbusinessdaily.com	right-center	fake-news	1.0		
minnesotastatewire.com	right-center	fake-news	1.0		
theminnesotasun.com	right	fake-news	1.0		
msbusinessdaily.com	right-center	fake-news	1.0		
msgulfnews.com	right-center	fake-news	1.0		
mobusinessdaily.com	right-center	fake-news	1.0		
mobilecourant.com	right-center	fake-news	1.0		
mohavetoday.com	right-center	fake-news	1.0		
mohawkvalleytimes.com	right-center	fake-news	1.0		
momsforliberty.org	far right	fake-news	1.0		
monmouthtimes.com	right-center	fake-news	1.0		
monroenynews.com	right-center	fake-news	1.0		
monroereview.com	right-center	fake-news	1.0		
mtbusinessdaily.com	right-center	fake-news	1.0		
montereytimes.com	right-center	fake-news	1.0		
montgomerymdnews.com	right-center	fake-news	1.0		
moonbattery.com	extreme right	fake-news	1.0		
morningpoll.com	far right	fake-news	1.0		
morrisleader.com	right-center	fake-news	1.0		
